blue,green,red,nir,label
0.1096,0.1226,0.1428,0.2021,0
0.6585,0.4781,0.7286,0.7524,1
0.6495,0.4711,0.7185,0.6902,1
0.6584,0.4775,0.7272,0.6851,1
0.0661,0.0747,0.0969,0.1839,0
0.0689,0.0814,0.1,0.177,0
0.6303,0.4556,0.6847,0.6007,1
0.6535,0.4758,0.7243,0.6822,1
0.7841,0.5711,0.8761,0.7456,1
0.0458,0.0602,0.0736,0.1978,0
0.1249,0.1394,0.161,0.2426,0
0.0598,0.0707,0.0834,0.1552,0
0.6533,0.4719,0.721,0.7096,1
0.1513,0.1572,0.1806,0.219,0
0.2912,0.3154,0.3417,0.3642,0
0.6307,0.4583,0.6968,0.6637,1
0.2449,0.2692,0.3032,0.3644,0
0.1569,0.182,0.2112,0.2742,0
0.0529,0.061,0.0774,0.1783,0
0.6251,0.4481,0.6831,0.6831,1
0.1149,0.1324,0.1577,0.2486,0
0.6604,0.4779,0.7295,0.7299,1
0.6528,0.474,0.7231,0.7606,1
0.6532,0.4732,0.7216,0.6517,1
0.2758,0.2997,0.3372,0.4197,0
0.1279,0.1399,0.1579,0.2571,0
0.0958,0.1079,0.1406,0.219,0
0.0726,0.0891,0.1065,0.2254,0
0.0602,0.0714,0.0885,0.1796,0
0.6519,0.4742,0.7219,0.7696,1
0.1076,0.1217,0.1461,0.2464,0
0.6545,0.474,0.7259,0.7412,1
0.0691,0.0822,0.1023,0.1941,0
0.6504,0.4714,0.7194,0.7732,1
0.1769,0.1906,0.2188,0.2616,0
0.2134,0.2353,0.2661,0.3011,0
0.076,0.0898,0.1153,0.196,0
0.6538,0.4739,0.7237,0.6518,1
0.0985,0.1009,0.1205,0.159,0
0.1143,0.1317,0.1556,0.2726,0
0.0625,0.0733,0.0878,0.1708,0
0.6302,0.4538,0.685,0.6215,1
0.2036,0.2241,0.263,0.2992,0
0.1736,0.1947,0.2262,0.2759,0
0.1557,0.173,0.2059,0.2591,0
0.1437,0.1577,0.1938,0.2341,0
0.1059,0.125,0.145,0.2405,0
0.0498,0.0647,0.0808,0.1917,0
0.6553,0.475,0.7248,0.7347,1
0.6556,0.4753,0.7244,0.7624,1
0.592,0.4267,0.6496,0.6435,1
0.1815,0.1979,0.237,0.2516,0
0.13,0.1509,0.1766,0.2262,0
0.5967,0.4293,0.6536,0.7253,1
0.6602,0.4783,0.7276,0.7606,1
0.3094,0.3329,0.3688,0.3947,0
0.7672,0.5589,0.8281,0.7452,1
0.6566,0.4754,0.7269,0.7564,1
0.6317,0.458,0.7007,0.6372,1
0.593,0.4262,0.6486,0.6679,1
0.1538,0.1669,0.2005,0.2374,0
0.129,0.1457,0.174,0.2252,0
0.0615,0.0756,0.094,0.1836,0
0.0948,0.1132,0.1366,0.2144,0
0.0574,0.0686,0.0863,0.1702,0
0.1444,0.1582,0.1886,0.2403,0
0.5942,0.4275,0.6508,0.6193,1
0.5911,0.425,0.6499,0.6474,1
0.0567,0.0667,0.0856,0.1536,0
0.6518,0.4723,0.7234,0.6462,1
0.6226,0.4495,0.6838,0.7278,1
0.1068,0.1241,0.1487,0.2286,0
0.0604,0.073,0.0863,0.184,0
0.0476,0.0574,0.0738,0.1789,0
0.163,0.1852,0.2226,0.2679,0
0.6359,0.4583,0.6879,0.6594,1
0.5944,0.4259,0.6462,0.6602,1
0.1342,0.1541,0.1788,0.2609,0
0.0831,0.1004,0.1155,0.2222,0
0.153,0.1674,0.1968,0.2247,0
0.6386,0.46,0.6895,0.7359,1
0.0491,0.0655,0.0821,0.189,0
0.7887,0.5722,0.875,0.7272,1
0.6529,0.4728,0.7216,0.7361,1
0.596,0.4281,0.6525,0.7266,1
0.051,0.062,0.0819,0.2101,0
0.0534,0.0712,0.0872,0.1839,0
0.0992,0.112,0.1376,0.2047,0
0.2922,0.3054,0.3361,0.3646,0
0.6468,0.4691,0.7163,0.766,1
0.1033,0.1187,0.1345,0.2047,0
0.1174,0.1423,0.1722,0.2575,0
0.0848,0.1053,0.1206,0.2228,0
0.3133,0.3333,0.3628,0.3696,0
0.0886,0.1064,0.1328,0.241,0
0.0806,0.0962,0.1166,0.257,0
0.131,0.152,0.1799,0.316,0
0.164,0.1769,0.2075,0.2652,0
0.6526,0.4712,0.7218,0.7749,1
0.5945,0.4282,0.6534,0.6448,1
0.6575,0.4775,0.7289,0.7536,1
0.6484,0.4699,0.7159,0.755,1
0.0587,0.0827,0.1006,0.2313,0
0.2866,0.307,0.3361,0.3527,0
0.1546,0.1722,0.2032,0.2967,0
0.2608,0.2853,0.3166,0.3513,0
0.6416,0.4633,0.6934,0.6875,1
0.1017,0.1139,0.1373,0.2232,0
0.0398,0.0512,0.0618,0.1469,0
0.0552,0.0678,0.0835,0.1479,0
0.0532,0.0651,0.0814,0.174,0
0.5934,0.4252,0.648,0.664,1
0.7878,0.5744,0.8761,0.7468,1
0.0742,0.0901,0.1168,0.2116,0
0.5948,0.4272,0.6516,0.6704,1
0.595,0.4261,0.6497,0.6617,1
0.5935,0.4262,0.6492,0.6981,1
0.6496,0.4701,0.7171,0.7415,1
0.1857,0.2059,0.2369,0.2806,0
0.1237,0.1442,0.1723,0.2151,0
0.769,0.5579,0.8217,0.7238,1
0.0537,0.0665,0.0825,0.1643,0
0.1308,0.1458,0.172,0.2656,0
0.1562,0.1736,0.2072,0.2791,0
0.0984,0.1156,0.1394,0.2689,0
0.0517,0.062,0.0786,0.1866,0
0.2833,0.3092,0.3411,0.3659,0
0.0618,0.0741,0.0888,0.1538,0
0.06,0.078,0.0923,0.2511,0
0.6548,0.4722,0.7197,0.7746,1
0.6276,0.4522,0.6843,0.6743,1
0.1554,0.1755,0.2074,0.2718,0
0.2752,0.298,0.326,0.3559,0
0.0469,0.0576,0.073,0.1574,0
0.1293,0.1498,0.1813,0.2567,0
0.1257,0.1478,0.1738,0.2558,0
0.224,0.2332,0.2711,0.2797,0
0.1728,0.1929,0.2233,0.2588,0
0.136,0.1566,0.186,0.2491,0
0.2218,0.2453,0.277,0.3275,0
0.6547,0.4752,0.7248,0.7582,1
0.0773,0.0919,0.1133,0.2084,0
0.2967,0.3151,0.3391,0.3681,0
0.6498,0.4733,0.7235,0.761,1
0.6497,0.4731,0.7199,0.7647,1
0.6575,0.4783,0.7299,0.7607,1
0.0603,0.0669,0.0838,0.1602,0
0.6248,0.4488,0.6816,0.7325,1
0.6549,0.473,0.725,0.725,1
0.0707,0.0833,0.1054,0.2377,0
0.3359,0.3563,0.4035,0.4402,0
0.5967,0.4302,0.655,0.5966,1
0.0547,0.072,0.0883,0.1832,0
0.1537,0.1806,0.2163,0.2626,0
0.1873,0.2029,0.238,0.2706,0
0.1316,0.1538,0.1921,0.269,0
0.6365,0.4611,0.6941,0.6917,1
0.6637,0.4795,0.7318,0.762,1
0.7813,0.5769,0.8562,0.7196,1
0.1202,0.1354,0.1542,0.2266,0
0.1361,0.1595,0.197,0.2557,0
0.6502,0.4729,0.7211,0.5922,1
0.283,0.2988,0.3225,0.3417,0
0.1756,0.199,0.2358,0.2573,0
0.1595,0.1835,0.2111,0.2753,0
0.0469,0.0616,0.0748,0.1774,0
0.1357,0.1523,0.175,0.2472,0
0.1037,0.1189,0.1311,0.1701,0
0.1033,0.1242,0.1512,0.2626,0
0.11,0.1252,0.1405,0.2168,0
0.7369,0.5507,0.7722,0.6879,1
0.6592,0.4795,0.7314,0.7425,1
0.6511,0.4729,0.7205,0.6741,1
0.1289,0.1435,0.1577,0.194,0
0.2415,0.2652,0.293,0.3223,0
0.2973,0.3237,0.3536,0.389,0
0.1242,0.1449,0.1699,0.2363,0
0.1791,0.1978,0.2295,0.2693,0
0.0735,0.093,0.1193,0.1683,0
0.0645,0.0764,0.0918,0.1763,0
0.0741,0.0888,0.1064,0.2081,0
0.1796,0.2012,0.2316,0.291,0
0.07,0.085,0.1065,0.2135,0
0.6551,0.472,0.721,0.7624,1
0.3022,0.3154,0.34,0.3392,0
0.5947,0.4267,0.6512,0.6828,1
0.179,0.1858,0.2115,0.199,0
0.5956,0.4275,0.654,0.6207,1
0.6585,0.4747,0.7275,0.7489,1
0.0574,0.0675,0.0856,0.1608,0
0.6508,0.4742,0.725,0.5954,1
0.1672,0.1871,0.2196,0.2701,0
0.1455,0.166,0.1906,0.2379,0
0.7831,0.5692,0.8729,0.7334,1
0.6532,0.4738,0.724,0.719,1
0.5951,0.4265,0.6507,0.6194,1
0.6484,0.4716,0.7194,0.6606,1
0.6527,0.4729,0.7213,0.6862,1
0.1266,0.1461,0.1717,0.2333,0
0.6555,0.4773,0.7283,0.7771,1
0.2331,0.2507,0.2962,0.3154,0
0.1427,0.1557,0.182,0.2343,0
0.0685,0.0813,0.1067,0.2204,0
0.6565,0.4772,0.7264,0.7671,1
0.5941,0.427,0.6516,0.6605,1
0.0987,0.1169,0.1366,0.2447,0
0.0878,0.0978,0.1209,0.1783,0
0.0644,0.0744,0.0909,0.1834,0
0.5928,0.4278,0.6506,0.719,1
0.059,0.0724,0.0947,0.1658,0
0.6227,0.4475,0.6803,0.63,1
0.0753,0.0882,0.1073,0.1732,0
0.5941,0.4283,0.651,0.7219,1
0.6508,0.4698,0.7206,0.7607,1
0.6559,0.4764,0.7258,0.706,1
0.6058,0.4347,0.6582,0.7254,1
0.0721,0.0843,0.106,0.1997,0
0.5957,0.4285,0.6521,0.7039,1
0.6487,0.4727,0.7197,0.6269,1
0.0796,0.0934,0.1199,0.1927,0
0.79,0.5743,0.8772,0.7255,1
0.5984,0.4281,0.653,0.6621,1
0.075,0.0877,0.1116,0.1947,0
0.0559,0.0677,0.0854,0.1835,0
0.1238,0.1389,0.1637,0.2246,0
0.0724,0.0855,0.1083,0.1895,0
0.1203,0.1406,0.1702,0.2591,0
0.6575,0.4774,0.7256,0.6862,1
0.784,0.5723,0.8716,0.7427,1
0.1349,0.1606,0.1922,0.2639,0
0.6537,0.4771,0.7254,0.7517,1
0.6488,0.47,0.7192,0.7593,1
0.1627,0.1845,0.2089,0.2438,0
0.0576,0.0759,0.095,0.1936,0
0.1247,0.149,0.1758,0.2444,0
0.152,0.1628,0.1838,0.218,0
0.6343,0.4583,0.6998,0.6655,1
0.046,0.0604,0.0785,0.1684,0
0.1311,0.1352,0.1516,0.1492,0
0.6558,0.4767,0.7274,0.7657,1
0.6515,0.4719,0.7198,0.7189,1
0.0411,0.0542,0.0688,0.1586,0
0.5919,0.4257,0.6487,0.5652,1
0.6577,0.4788,0.7298,0.7553,1
0.2226,0.2456,0.2797,0.3054,0
0.2259,0.2488,0.2889,0.3124,0
0.5965,0.4305,0.6514,0.723,1
0.6468,0.4707,0.7182,0.6478,1
0.2119,0.23,0.2788,0.2979,0
0.6545,0.4747,0.7205,0.7671,1
0.6562,0.4761,0.7264,0.7555,1
0.6416,0.4601,0.6899,0.7248,1
0.0838,0.1042,0.1269,0.1984,0
0.619,0.4473,0.677,0.6765,1
0.6518,0.4715,0.72,0.6038,1
0.6508,0.4736,0.7231,0.598,1
0.6482,0.4699,0.7199,0.6868,1
0.6558,0.4763,0.7259,0.7382,1
0.0946,0.1077,0.1325,0.2352,0
0.0892,0.1067,0.1254,0.2263,0
0.1365,0.156,0.186,0.2335,0
0.4937,0.4643,0.5023,0.4691,1
0.1545,0.1668,0.1967,0.2374,0
0.1121,0.1317,0.1565,0.2448,0
0.149,0.1669,0.1971,0.2548,0
0.085,0.1075,0.1318,0.2191,0
0.5938,0.4282,0.6504,0.7016,1
0.6352,0.4585,0.6876,0.6945,1
0.6259,0.4478,0.6823,0.5745,1
0.0713,0.082,0.1038,0.1724,0
0.6527,0.4735,0.721,0.5025,1
0.0828,0.0967,0.1099,0.2093,0
0.6456,0.469,0.7133,0.6769,1
0.3435,0.3694,0.4166,0.4528,0
0.1344,0.1581,0.1907,0.2694,0
0.6519,0.4726,0.7208,0.778,1
0.788,0.5712,0.8786,0.7342,1
0.059,0.0725,0.0909,0.2236,0
0.7869,0.5714,0.8803,0.7673,1
0.1791,0.1915,0.2283,0.2616,0
0.2284,0.2443,0.2756,0.3461,0
0.5954,0.4278,0.6477,0.688,1
0.0833,0.1035,0.1249,0.2074,0
0.1695,0.1874,0.221,0.2688,0
0.635,0.4563,0.6883,0.6787,1
0.6584,0.4773,0.7288,0.7493,1
0.6564,0.4754,0.7261,0.6359,1
0.1431,0.1627,0.1915,0.2503,0
0.7782,0.5665,0.8671,0.7426,1
0.0646,0.0778,0.0978,0.1685,0
0.1358,0.1577,0.1887,0.2587,0
0.655,0.4737,0.7234,0.7084,1
0.6277,0.4496,0.6809,0.7217,1
0.7775,0.5701,0.8569,0.6763,1
0.1664,0.1755,0.1938,0.2079,0
0.7818,0.5691,0.8725,0.7355,1
0.0982,0.1176,0.1379,0.2489,0
0.6498,0.468,0.7169,0.7616,1
0.4576,0.4561,0.4607,0.4207,1
0.1981,0.2194,0.2599,0.2924,0
0.0897,0.1034,0.1269,0.2206,0
0.0468,0.0581,0.0719,0.1702,0
0.2601,0.2755,0.3112,0.33,0
0.0351,0.0462,0.0584,0.1392,0
0.596,0.4275,0.6534,0.7166,1
0.4617,0.4549,0.4648,0.4161,1
0.169,0.1812,0.2103,0.2605,0
0.6509,0.4716,0.7218,0.7591,1
0.7768,0.5768,0.8577,0.6875,1
0.1185,0.1333,0.1637,0.2594,0
0.1326,0.1455,0.1709,0.2694,0
0.1536,0.2049,0.2232,0.3905,0
0.2467,0.2667,0.3035,0.3383,0
0.6195,0.4486,0.6796,0.7095,1
0.1334,0.1441,0.1729,0.2174,0
0.0479,0.0613,0.0762,0.1552,0
0.6561,0.4776,0.7281,0.7519,1
0.0573,0.0712,0.0868,0.1719,0
0.6351,0.4563,0.6878,0.7174,1
0.0562,0.0703,0.0893,0.1695,0
0.6613,0.4801,0.7304,0.73,1
0.1461,0.1617,0.1927,0.2345,0
0.6259,0.45,0.683,0.7034,1
0.6513,0.4725,0.7192,0.5778,1
0.147,0.1658,0.2009,0.2541,0
0.061,0.0721,0.0897,0.1939,0
0.5951,0.4301,0.6499,0.4988,1
0.6312,0.4566,0.6879,0.6874,1
0.0513,0.0673,0.089,0.173,0
0.2801,0.3025,0.3229,0.3497,0
0.5941,0.4276,0.65,0.7221,1
0.6276,0.4554,0.6825,0.5545,1
0.5929,0.4249,0.6495,0.6392,1
0.0532,0.0708,0.0864,0.2525,0
0.2611,0.2769,0.3043,0.3277,0
0.0678,0.0831,0.0999,0.2134,0
0.5924,0.4267,0.6505,0.6291,1
0.5936,0.4277,0.6514,0.5995,1
0.6563,0.4752,0.725,0.7626,1
0.0898,0.1064,0.1241,0.2237,0
0.1028,0.1223,0.1471,0.2212,0
0.1528,0.1684,0.1946,0.2514,0
0.2446,0.268,0.3029,0.3401,0
0.6568,0.4785,0.7305,0.7297,1
0.1246,0.1392,0.1657,0.2443,0
0.6213,0.4471,0.6806,0.7248,1
0.3101,0.3312,0.3652,0.3847,0
0.6506,0.4688,0.7206,0.7001,1
0.2047,0.2305,0.2677,0.2882,0
0.5952,0.4285,0.6538,0.6296,1
0.3345,0.3574,0.4038,0.4407,0
0.1553,0.1756,0.2084,0.2582,0
0.7755,0.5718,0.8489,0.7303,1
0.5998,0.4316,0.6575,0.6574,1
0.3014,0.3341,0.3785,0.4203,0
0.2178,0.2462,0.2754,0.3314,0
0.0567,0.0838,0.1035,0.219,0
0.1881,0.2092,0.2411,0.2697,0
0.0954,0.1138,0.1405,0.2208,0
0.6374,0.4595,0.6897,0.6881,1
0.3204,0.3411,0.3707,0.3889,0
0.6559,0.476,0.7257,0.6909,1
0.129,0.145,0.1722,0.246,0
0.1314,0.1526,0.1673,0.2447,0
0.6582,0.4762,0.7279,0.759,1
0.1502,0.1622,0.1768,0.193,0
0.1263,0.1463,0.174,0.2406,0
0.6546,0.4729,0.7232,0.7615,1
0.3014,0.3216,0.3536,0.3745,0
0.1001,0.1152,0.1387,0.2006,0
0.1135,0.1261,0.1504,0.2393,0
0.3066,0.339,0.3836,0.427,0
0.1439,0.1649,0.1943,0.2381,0
0.5954,0.43,0.6512,0.7596,1
0.0611,0.0734,0.0894,0.1828,0
0.6219,0.4484,0.6803,0.7118,1
0.2027,0.2224,0.2642,0.3036,0
0.1161,0.1333,0.1562,0.2923,0
0.0482,0.0644,0.0802,0.1939,0
0.0947,0.1111,0.1349,0.2233,0
0.1489,0.1641,0.1869,0.213,0
0.1503,0.1686,0.2023,0.2613,0
0.6519,0.473,0.7228,0.7627,1
0.6333,0.4564,0.6857,0.6512,1
0.6224,0.4499,0.6814,0.5731,1
0.6466,0.4715,0.7173,0.7663,1
0.6454,0.4695,0.7168,0.6191,1
0.6537,0.4711,0.7187,0.7612,1
0.4798,0.4644,0.4742,0.4214,1
0.6526,0.4739,0.7221,0.7133,1
0.305,0.3311,0.3753,0.4137,0
0.1464,0.1544,0.1875,0.289,0
0.2818,0.2994,0.3257,0.345,0
0.6535,0.4726,0.7238,0.7286,1
0.0995,0.1218,0.1445,0.2138,0
0.7856,0.5728,0.8784,0.7384,1
0.7882,0.5725,0.8759,0.7074,1
0.0779,0.087,0.1053,0.1584,0
0.049,0.0613,0.0749,0.1842,0
0.7856,0.5713,0.8784,0.7921,1
0.0741,0.0837,0.1026,0.1835,0
0.1068,0.1241,0.1468,0.2143,0
0.1063,0.1225,0.1491,0.2277,0
0.2061,0.2146,0.2245,0.3309,0
0.6336,0.4604,0.6985,0.5895,1
0.5938,0.4265,0.6519,0.5081,1
0.0431,0.0552,0.0716,0.1813,0
0.7838,0.572,0.8775,0.7439,1
0.0425,0.0568,0.0683,0.1563,0
0.0873,0.1062,0.1323,0.2474,0
0.1595,0.1842,0.2153,0.3065,0
0.1139,0.1333,0.1611,0.2326,0
0.6232,0.4486,0.682,0.7428,1
0.0607,0.0792,0.0955,0.1861,0
0.0365,0.0505,0.0663,0.1502,0
0.2699,0.2842,0.3112,0.3507,0
0.6565,0.4759,0.7241,0.7427,1
0.6015,0.4311,0.6523,0.6828,1
0.6496,0.4706,0.7216,0.6384,1
0.7843,0.5738,0.8692,0.7377,1
0.7817,0.5719,0.8634,0.7173,1
0.2121,0.2282,0.274,0.3029,0
0.6527,0.4744,0.7235,0.6013,1
0.0515,0.0624,0.0793,0.1736,0
0.0719,0.0916,0.1146,0.2,0
0.6246,0.4515,0.685,0.7303,1
0.1306,0.145,0.1728,0.2625,0
0.1532,0.1708,0.1946,0.2653,0
0.0568,0.067,0.0832,0.1941,0
0.1914,0.2035,0.2316,0.2894,0
0.3103,0.3303,0.3584,0.3774,0
0.6248,0.4486,0.6791,0.6768,1
0.1027,0.122,0.1457,0.2543,0
0.1678,0.1841,0.213,0.2881,0
0.1586,0.1824,0.22,0.253,0
0.6464,0.4698,0.7217,0.6769,1
0.0876,0.1051,0.1246,0.2218,0
0.0693,0.0813,0.1022,0.1803,0
0.7853,0.5697,0.8754,0.7326,1
0.5933,0.4265,0.6505,0.6318,1
0.7665,0.5517,0.8205,0.7313,1
0.652,0.472,0.7201,0.7393,1
0.1357,0.1559,0.1901,0.2359,0
0.5931,0.4273,0.6514,0.7223,1
0.5961,0.429,0.6505,0.7296,1
0.1653,0.1834,0.2139,0.2671,0
0.5949,0.4265,0.6512,0.6807,1
0.0523,0.0639,0.0714,0.1586,0
0.1346,0.1563,0.1736,0.2257,0
0.1416,0.1633,0.1897,0.2472,0
0.6542,0.477,0.7284,0.7688,1
0.1629,0.1731,0.1861,0.1933,0
0.6485,0.4704,0.7166,0.7426,1
0.0522,0.0619,0.0791,0.16,0
0.1256,0.1441,0.1681,0.2904,0
0.5951,0.4273,0.653,0.6974,1
0.0857,0.0963,0.1149,0.2176,0
0.2553,0.2775,0.3052,0.3317,0
0.6608,0.4806,0.7309,0.7754,1
0.3411,0.3677,0.4161,0.4395,0
0.6551,0.4726,0.7213,0.7564,1
0.0758,0.0832,0.1025,0.1822,0
0.1442,0.1673,0.2045,0.2644,0
0.6566,0.4753,0.7248,0.7608,1
0.1541,0.178,0.2096,0.2661,0
0.6498,0.4704,0.7165,0.6633,1
0.6453,0.4669,0.7169,0.7563,1
0.5912,0.4269,0.6476,0.716,1
0.0733,0.0825,0.1031,0.1698,0
0.1249,0.1455,0.1816,0.227,0
0.0638,0.0745,0.0886,0.1934,0
0.4556,0.4412,0.469,0.4242,1
0.0657,0.0761,0.093,0.189,0
0.142,0.1607,0.1932,0.2378,0
0.6345,0.4559,0.6855,0.7203,1
0.6497,0.469,0.7159,0.6157,1
0.5949,0.4285,0.6527,0.6221,1
0.6322,0.4555,0.6855,0.6919,1
0.597,0.4298,0.6532,0.6427,1
0.5967,0.4286,0.6541,0.6557,1
0.0991,0.1166,0.137,0.2224,0
0.0508,0.0638,0.077,0.1753,0
0.0489,0.0607,0.0768,0.1699,0
0.1127,0.1296,0.1539,0.2262,0
0.5921,0.4271,0.6507,0.6199,1
0.5962,0.4287,0.6516,0.6046,1
0.6564,0.4754,0.7234,0.7103,1
0.1111,0.1273,0.1508,0.2496,0
0.786,0.5698,0.8684,0.7104,1
0.1923,0.2072,0.2444,0.3328,0
0.6546,0.4744,0.7216,0.7521,1
0.596,0.4305,0.653,0.6814,1
0.1651,0.1791,0.2082,0.3044,0
0.1665,0.1888,0.2223,0.2639,0
0.6222,0.4481,0.6818,0.6994,1
0.1478,0.166,0.2032,0.2683,0
0.5959,0.4276,0.6501,0.6466,1
0.6597,0.4772,0.7287,0.7542,1
0.1451,0.1654,0.1952,0.2414,0
0.6223,0.4483,0.6822,0.7398,1
0.0474,0.0587,0.0754,0.1499,0
0.0741,0.0912,0.108,0.1751,0
0.1249,0.1462,0.1794,0.2221,0
0.6504,0.4729,0.7206,0.77,1
0.7894,0.5729,0.881,0.7436,1
0.6509,0.4738,0.7215,0.6401,1
0.7882,0.5717,0.8772,0.7455,1
0.1064,0.1314,0.1636,0.2408,0
0.1397,0.1624,0.192,0.2508,0
0.6383,0.459,0.6904,0.7326,1
0.1636,0.1911,0.2241,0.2761,0
0.1117,0.1277,0.1533,0.2206,0
0.7844,0.5696,0.872,0.7095,1
0.1598,0.1783,0.2093,0.2566,0
0.2196,0.2297,0.2698,0.2898,0
0.1689,0.1897,0.2205,0.2796,0
0.6479,0.4701,0.7228,0.6662,1
0.5939,0.428,0.6532,0.6782,1
0.1545,0.1555,0.1735,0.1783,0
0.6206,0.448,0.6829,0.744,1
0.053,0.0698,0.0831,0.1965,0
0.1419,0.1498,0.1656,0.1875,0
0.6502,0.474,0.7214,0.6109,1
0.1783,0.1893,0.2244,0.2594,0
0.1721,0.1938,0.2226,0.2766,0
0.1635,0.1801,0.209,0.2921,0
0.0507,0.0682,0.0856,0.178,0
0.5945,0.4313,0.6541,0.7136,1
0.2032,0.217,0.2597,0.2949,0
0.0733,0.0854,0.1063,0.1954,0
0.0822,0.0928,0.111,0.1994,0
0.6274,0.451,0.6871,0.6581,1
0.1711,0.1905,0.2222,0.3143,0
0.0961,0.1168,0.1377,0.2319,0
0.6498,0.4699,0.7174,0.7606,1
0.1724,0.1914,0.227,0.2688,0
0.2094,0.2348,0.266,0.3125,0
0.5925,0.4249,0.6476,0.7004,1
0.6541,0.4738,0.7245,0.7256,1
0.5915,0.4264,0.6492,0.6342,1
0.0452,0.0608,0.0767,0.1905,0
0.6443,0.4691,0.7165,0.6893,1
0.5924,0.427,0.6472,0.529,1
0.7874,0.5748,0.879,0.7237,1
0.0925,0.1053,0.1253,0.2093,0
0.6608,0.4803,0.7285,0.7531,1
0.6532,0.4728,0.7215,0.6722,1
0.3786,0.3766,0.3865,0.3677,1
0.1505,0.1625,0.1899,0.2352,0
0.0476,0.062,0.0758,0.1858,0
0.0533,0.0659,0.079,0.1625,0
0.0939,0.1088,0.1359,0.2205,0
0.3345,0.3641,0.4124,0.4519,0
0.6516,0.4736,0.7232,0.7427,1
0.6355,0.4559,0.6885,0.6891,1
0.0772,0.1016,0.1212,0.2121,0
0.0387,0.0513,0.067,0.1767,0
0.0586,0.0705,0.0846,0.1865,0
0.649,0.4678,0.7189,0.7561,1
0.0894,0.1102,0.1353,0.2187,0
0.0933,0.1086,0.1366,0.2306,0
0.0964,0.111,0.1355,0.2092,0
0.6258,0.4463,0.6757,0.6936,1
0.6588,0.4775,0.7279,0.7239,1
0.5526,0.4662,0.5939,0.5349,1
0.0847,0.1001,0.1245,0.1989,0
0.0595,0.0785,0.0952,0.2235,0
0.1415,0.1521,0.1871,0.234,0
0.5955,0.4281,0.6545,0.6925,1
0.5028,0.4719,0.4962,0.4199,1
0.6608,0.4779,0.7288,0.7558,1
0.6524,0.4749,0.7236,0.6662,1
0.1237,0.1398,0.1633,0.2381,0
0.1764,0.2,0.2417,0.2724,0
0.0533,0.0693,0.0853,0.1748,0
0.0562,0.0708,0.0895,0.2144,0
0.0995,0.1191,0.1439,0.2406,0
0.0517,0.0592,0.0758,0.1556,0
0.0791,0.0952,0.1196,0.2048,0
0.2133,0.2258,0.2615,0.2839,0
0.0624,0.0726,0.0933,0.1746,0
0.5937,0.4274,0.651,0.6838,1
0.1662,0.1906,0.2294,0.2737,0
0.0772,0.0884,0.1062,0.1823,0
0.1034,0.1193,0.1413,0.2312,0
0.1727,0.1923,0.2161,0.2538,0
0.3117,0.3399,0.3762,0.4206,0
0.0682,0.0802,0.0975,0.1955,0
0.0862,0.1034,0.1189,0.2322,0
0.6299,0.4531,0.6858,0.6211,1
0.6032,0.4302,0.6519,0.7414,1
0.113,0.1271,0.1551,0.2319,0
0.7603,0.5507,0.8164,0.7274,1
0.0754,0.0844,0.1071,0.1904,0
0.0778,0.1005,0.1253,0.2301,0
0.2115,0.2298,0.2657,0.2997,0
0.0564,0.0662,0.0857,0.1612,0
0.052,0.0622,0.0792,0.1393,0
0.6351,0.4578,0.6853,0.6772,1
0.0524,0.0661,0.0797,0.1803,0
0.0645,0.0788,0.095,0.173,0
0.6593,0.4765,0.7295,0.7598,1
0.596,0.4287,0.6508,0.7316,1
0.6576,0.4767,0.7265,0.7332,1
0.2253,0.2403,0.276,0.3097,0
0.6508,0.4735,0.7223,0.7257,1
0.1338,0.155,0.1807,0.2429,0
0.66,0.4465,0.6524,0.3967,1
0.6017,0.4294,0.6519,0.6883,1
0.5961,0.4301,0.6524,0.6535,1
0.1484,0.1677,0.2004,0.2608,0
0.1901,0.2119,0.2441,0.2716,0
0.1691,0.1906,0.2249,0.2703,0
0.2326,0.2522,0.2808,0.3169,0
0.6492,0.4699,0.7165,0.6931,1
0.1833,0.1997,0.2314,0.2647,0
0.6532,0.4742,0.724,0.7619,1
0.1242,0.1498,0.1817,0.2422,0
0.0929,0.1165,0.1374,0.2374,0
0.1674,0.1903,0.2287,0.2668,0
0.0617,0.0767,0.0904,0.1775,0
0.2302,0.2586,0.3038,0.3356,0
0.0609,0.0714,0.0873,0.185,0
0.1244,0.136,0.1669,0.2251,0
0.0794,0.0948,0.1092,0.2192,0
0.7394,0.5501,0.7785,0.688,1
0.6204,0.448,0.6816,0.6171,1
0.1333,0.141,0.1753,0.2171,0
0.1907,0.2146,0.2435,0.2848,0
0.6238,0.4494,0.6871,0.7391,1
0.0367,0.0484,0.0597,0.1584,0
0.0606,0.0707,0.0907,0.1947,0
0.6255,0.448,0.684,0.6979,1
0.083,0.0946,0.1158,0.1879,0
0.6246,0.4482,0.6813,0.6977,1
0.5907,0.4251,0.6488,0.6753,1
0.2083,0.2252,0.2577,0.2953,0
0.2341,0.2518,0.2847,0.3162,0
0.2709,0.2879,0.3119,0.3438,0
0.1438,0.1544,0.1659,0.184,0
0.657,0.4764,0.7272,0.7249,1
0.6566,0.477,0.7279,0.7771,1
0.1015,0.1203,0.1415,0.2682,0
0.0788,0.0909,0.1127,0.2084,0
0.6231,0.4467,0.6812,0.6498,1
0.0746,0.0901,0.1102,0.2086,0
0.6183,0.4465,0.6729,0.6923,1
